timestamp,packet_size,ttl,proto,csum,src_ip,dst_ip,src_port,dst_port,tcp_flag,type_icmp,code_icmp,csum_icmp,port_no,rx_bytes_ave,tx_bytes_ave,request_type,id,label
15:39.5,1446,92,6,13246,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,599.6059287,875.653943,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13245,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,599.7813472,875.8930818,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,875.5486169,599.6682553,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13244,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,599.8435881,875.7875995,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13243,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.0188484,876.0263819,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,875.6822938,599.9057776,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13242,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.0809524,875.9209205,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13241,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.2560546,876.1593476,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,875.8156355,600.143005,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13240,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.3180219,876.0539072,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13239,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.4929665,876.2919799,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,875.948643,600.379938,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13238,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,600.5547974,876.1865609,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13237,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.7295845,876.4242804,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.0813178,600.6165771,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13236,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.7912792,876.3188829,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13235,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,600.9659091,876.55625,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.213661,600.8529229,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13234,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.027468,876.4508743,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13233,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.2019409,876.6878901,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.3456739,601.0889761,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13232,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.2633643,876.5825364,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13231,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.4376806,876.819202,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.4773577,601.324737,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13230,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.4989686,876.7138704,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13229,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.6731285,876.9501868,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.6087137,601.5602062,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13228,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.7342816,876.8448776,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13227,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.9082852,877.0808458,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.7397431,601.7953843,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.6,1446,92,6,13226,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,601.9693037,876.9755592,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.6,1446,92,6,13225,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.1431514,877.2111801,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,876.870447,602.0302718,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13224,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.2040354,877.1059164,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13223,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.3777275,877.3411911,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.0008268,602.2648693,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13222,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,602.4384774,877.2359504,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,60,123,6,23906,8.8.4.4,192.168.31.185,443,61081,16,0,0,0,0,602.3268875,171.1615599,tcp,192.168.31.1858.8.4.461081443,normal
15:39.7,60,123,6,23905,8.8.4.4,192.168.31.185,443,61081,16,0,0,0,0,602.2153435,170.8527778,tcp,192.168.31.1858.8.4.461081443,normal
15:39.7,60,123,6,23904,8.8.4.4,192.168.31.185,443,61081,16,0,0,0,0,602.1038454,170.5457064,tcp,192.168.31.1858.8.4.461081443,normal
15:39.7,1446,92,6,13221,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.2773438,877.4708798,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.1308836,602.1646454,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13220,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.33806,877.3656624,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13219,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.5114033,877.6002475,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.2606186,602.3987264,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13218,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.571986,877.4950536,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13217,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.7451745,877.7292954,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.3900329,602.632519,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13216,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.805624,877.6241252,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13215,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,602.9786579,877.8580247,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.5191279,602.8660238,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13214,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.0389744,877.7528783,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13213,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.211854,877.9864365,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.6479047,603.0992413,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13212,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.2720377,877.8813142,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13211,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.4447633,878.114532,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.7763644,603.3321721,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,1446,92,6,13210,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.5048146,878.009434,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,1446,92,6,13209,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,603.6773863,878.2423124,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.7,93,123,6,23864,8.8.4.4,192.168.31.185,443,61081,24,0,0,0,0,603.5728036,170.3314917,tcp,192.168.31.1858.8.4.461081443,normal
15:39.7,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,877.9045082,603.4602785,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.7,169,123,6,23787,8.8.4.4,192.168.31.185,443,61081,24,0,0,0,0,603.3713408,170.3278237,tcp,192.168.31.1858.8.4.461081443,normal
15:39.7,54,128,6,0,192.168.31.185,8.8.4.4,61081,443,16,0,0,0,0,170.0082418,603.258903,tcp,8.8.4.4192.168.31.18544361081,normal
15:39.7,553,123,6,23402,8.8.4.4,192.168.31.185,443,61081,24,0,0,0,0,603.2486188,171.0575342,tcp,192.168.31.1858.8.4.461081443,normal
15:39.7,85,123,6,23869,8.8.4.4,192.168.31.185,443,61081,24,0,0,0,0,603.1425941,170.8224044,tcp,192.168.31.1858.8.4.461081443,normal
15:39.8,54,128,6,0,192.168.31.185,8.8.4.4,61081,443,16,0,0,0,0,170.5040872,603.030272,tcp,8.8.4.4192.168.31.18544361081,normal
15:39.8,93,123,6,23860,8.8.4.4,192.168.31.185,443,61081,24,0,0,0,0,602.9259714,170.2934783,tcp,192.168.31.1858.8.4.461081443,normal
15:39.8,1446,92,6,13208,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.0983439,878.1372388,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13207,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.270646,878.3697789,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.0323373,603.1583895,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13206,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.3306089,878.26473,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,89,128,6,0,192.168.31.185,8.8.4.4,61081,443,24,0,0,0,0,170.0731707,603.2255363,tcp,8.8.4.4192.168.31.18544361081,normal
15:39.8,93,128,6,0,192.168.31.185,8.8.4.4,61081,443,24,0,0,0,0,169.8648649,603.1213235,tcp,8.8.4.4192.168.31.18544361081,normal
15:39.8,1446,92,6,13205,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.293445,878.4969325,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.1598528,603.1812985,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13204,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.3533374,878.3919085,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13203,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.5253061,878.6237745,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.2870559,603.413181,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13202,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.5850673,878.5187755,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13201,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.7568835,878.750306,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.4139478,603.6447798,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13200,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.8165138,878.6453322,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13199,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,603.9881777,878.8765281,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.5405295,603.8760954,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13198,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.0476773,878.7715798,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13197,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.2191892,879.002442,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.6668023,604.1071283,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13196,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.2785583,878.8975193,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13195,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.4499186,879.1280488,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.7927672,604.3378791,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13194,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.5091575,879.0231519,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13193,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,604.6803662,879.2533496,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,878.9184253,604.5683483,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13192,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.7394753,879.1484787,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13191,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.9105327,879.3783455,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.0437779,604.7985363,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13190,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,604.9695122,879.2735008,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13189,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.1404186,879.5030377,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.1688259,605.0284437,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13188,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.1992687,879.3982193,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13187,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.3700244,879.6274272,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.2935706,605.2580711,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.8,1446,92,6,13186,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.4287454,879.5226354,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.8,1446,92,6,13185,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.5993505,879.7515152,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.4180129,605.4874188,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13184,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.6579428,879.6467501,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13183,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.8283976,879.8753027,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.5421541,605.7164875,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13182,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,605.8868613,879.7705645,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13181,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.057166,879.9987908,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.6659952,605.9452777,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13180,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.1155015,879.8940797,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13179,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.2856564,880.1219807,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.7895372,606.1737898,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13178,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.3438639,880.0172969,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13177,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,606.5138692,880.2448733,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,879.9127814,606.4020243,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13176,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.571949,880.140217,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13175,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.7418049,880.3674699,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.0357286,606.6299818,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13174,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.7997573,880.2628411,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13173,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,606.9694641,880.4897714,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.1583801,606.8576628,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13172,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.0272893,880.3851703,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13171,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.1968472,880.6117788,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.2807369,607.0850677,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13170,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.2545455,880.5072058,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13169,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.4239548,880.7334934,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.4028,607.3121971,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13168,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.4815263,880.6289484,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13167,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.6507872,880.8549161,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.5245705,607.5390515,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13166,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.7082324,880.7503994,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13165,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.8773452,880.9760479,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.6460495,607.7656313,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13164,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,607.9346642,880.8715596,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13163,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,608.103629,881.09689,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.7672379,607.9919371,tcp,62.212.240.17192.168.31.18544361161,normal
15:39.9,1446,92,6,13162,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.1608222,880.9924303,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,1446,92,6,13161,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.3296393,881.2174432,tcp,192.168.31.18562.212.240.1761161443,normal
15:39.9,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,880.8881369,608.2179694,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13160,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.3867069,881.1130123,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13159,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.5553766,881.3377088,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,881.0087475,608.4437286,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13158,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.6123188,881.2333068,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13157,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.7808412,881.4576877,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,881.1290707,608.6692153,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13156,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,608.8376584,881.3533148,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13155,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.0060338,881.577381,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,881.2491075,608.8944299,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13154,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.0627262,881.4730373,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13153,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.2309548,881.6967895,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,881.368859,609.119373,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13152,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.2875226,881.5924752,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13151,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.4556047,881.8159145,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,881.4883261,609.344045,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13150,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.5120482,881.7116297,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13149,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.6799839,881.9347568,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,54,128,6,0,192.168.31.185,62.212.240.17,61161,443,16,0,0,0,0,881.6075099,609.5684464,tcp,62.212.240.17192.168.31.18544361161,normal
15:40.0,1446,92,6,13148,62.212.240.17,192.168.31.185,443,61161,16,0,0,0,0,609.7363034,881.8305018,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,1446,92,6,13147,62.212.240.17,192.168.31.185,443,61161,24,0,0,0,0,609.9040931,882.0533175,tcp,192.168.31.18562.212.240.1761161443,normal
15:40.0,102,128,6,0,192.168.31.185,52.7.247.124,60835,8095,24,0,0,0,0,81.61935484,609.8022066,tcp,52.7.247.124192.168.31.185809560835,normal
15:40.0,243,128,17,0,192.168.31.185,192.168.31.255,138,138,0,0,0,0,0,243,609.7286402,udp,192.168.31.255192.168.31.185138138,normal
15:40.0,60,241,6,17977,52.7.247.124,192.168.31.185,8095,60835,16,0,0,0,0,609.6184079,81.48076923,tcp,192.168.31.18552.7.247.124608358095,normal
15:40.0,154,128,6,0,192.168.31.185,31.13.72.8,61119,443,24,0,0,0,0,77.65517241,609.527065,tcp,31.13.72.8192.168.31.18544361119,normal
15:40.0,84,56,6,2368,31.13.72.8,192.168.31.185,443,61119,24,0,0,0,0,609.4217278,77.72727273,tcp,192.168.31.18531.13.72.861119443,normal
15:40.0,94,56,6,2357,31.13.72.8,192.168.31.185,443,61119,24,0,0,0,0,609.3184369,77.91011236,tcp,192.168.31.18531.13.72.861119443,normal
